time value latency
Month-1 Alpha 31.053
Month-1 Alpha 15.858
Month-1 Delta 3.329
Month-1 Delta 3.407
Month-1 Alpha 20.012
Month-1 Alpha 2.795
Month-1 Alpha 2.674
Month-1 Alpha 1.481
Month-1 Delta 3.361
Month-1 Alpha 2.951
Month-1 Alpha 10.53
Month-1 Alpha 50.21
Month-1 Alpha 1.787
Month-1 Alpha 27.189
Month-1 Alpha 6.381
Month-1 Alpha 13.635
Month-1 Alpha 1.981
Month-1 Alpha 15.913
Month-1 Alpha 2.697
Month-1 Alpha 13.861
Month-1 Alpha 16.469
Month-1 Alpha 19.635
Month-1 Delta 4.365
Month-1 Alpha 8.363
Month-1 Alpha 11.011
Month-1 Alpha 35.944
Month-1 Alpha 3.124
Month-1 Alpha 4.544
Month-1 Alpha 9.135
Month-1 Alpha 6.629
Month-1 Alpha 4.086
Month-1 Alpha 22.037
Month-1 Delta 452.148
Month-1 Alpha 6.387
Month-1 Alpha 5.306
Month-1 Alpha 5.106
Month-1 Alpha 2.448
Month-1 Alpha 24.597
Month-1 Alpha 3.115
Month-1 Alpha 2.256
Month-1 Alpha 30.777
Month-1 Alpha 25.551
Month-1 Delta 295.287
Month-1 Delta 38.521
Month-1 Alpha 1.85
Month-1 Alpha 6.971
Month-1 Alpha 170.827
Month-1 Alpha 15.446
Month-1 Alpha 3.233
Month-1 Alpha 3.118
Month-1 Alpha 6.366
Month-1 Alpha 2.313
Month-1 Alpha 2.874
Month-1 Alpha 2.24
Month-1 Alpha 3.064
Month-1 Alpha 52.987
Month-1 Alpha 2.918
Month-1 Alpha 7.891
Month-1 Alpha 1.706
Month-1 Alpha 1.629
Month-1 Alpha 1.851
Month-1 Alpha 17.014
Month-1 Alpha 2.4
Month-1 Alpha 10.813
Month-1 Alpha 4.677
Month-1 Alpha 2.22
Month-1 Alpha 5.963
Month-1 Alpha 7.61
Month-1 Alpha 20.987
Month-1 Alpha 3.334
Month-1 Charlie 5.62
Month-1 Alpha 13.873
Month-1 Alpha 2.719
Month-1 Alpha 2.239
Month-1 Alpha 2.686
Month-1 Alpha 12.786
Month-1 Alpha 8.395
Month-1 Alpha 3.378
Month-1 Alpha 25.342
Month-1 Alpha 8.699
Month-1 Delta 8.485
Month-1 Alpha 8.81
Month-1 Alpha 38.011
Month-1 Alpha 18.999
Month-1 Foxtrot 6.563
Month-1 Foxtrot 4.626
Month-1 Alpha 16.278
Month-1 Alpha 6.6
Month-1 Alpha 2.896
Month-1 Alpha 4.426
Month-1 Alpha 41.238
Month-1 Alpha 8.312
Month-1 Alpha 2.673
Month-1 Charlie 8.607
Month-1 Charlie 4.921
Month-1 Alpha 24.282
Month-1 Alpha 3.428
Month-1 Alpha 8.452
Month-1 Alpha 4.973
Month-1 Alpha 13.194
Month-1 Alpha 2.558
Month-1 Alpha 1.886
Month-1 Alpha 7.812
Month-1 Alpha 8.912
Month-1 Alpha 21.294
Month-1 Alpha 11.662
Month-1 Alpha 2.601
Month-1 Alpha 4.296
Month-1 Alpha 2.514
Month-1 Alpha 2.571
Month-1 Alpha 2.469
Month-1 Alpha 4.737
Month-1 Alpha 4.444
Month-1 Alpha 19.271
Month-1 Alpha 4.307
Month-1 Alpha 3.224
Month-1 Alpha 2.337
Month-1 Alpha 6.292
Month-1 Alpha 2.4
Month-1 Echo 3.286
Month-1 Echo 2.602
Month-1 Echo 2.816
Month-1 Echo 32.03
Month-1 Echo 28.801
Month-1 Alpha 6.917
Month-1 Alpha 3.115
Month-1 Alpha 2.295
Month-1 Alpha 7.188
Month-1 Alpha 19.882
Month-1 Echo 27.716
Month-1 Alpha 11.731
Month-1 Echo 30.62
Month-1 Echo 25.827
Month-1 Echo 25.573
Month-1 Echo 33.935
Month-1 Echo 30.405
Month-1 Alpha 7.224
Month-1 Foxtrot 14.886
Month-1 Foxtrot 7.395
Month-1 Foxtrot 25.238
Month-1 Alpha 18.025
Month-1 Foxtrot 7.263
Month-1 Foxtrot 7.799
Month-1 Foxtrot 20.464
Month-1 Foxtrot 16.057
Month-1 Foxtrot 4.094
Month-2 Charlie 7.693
Month-2 Charlie 5.928
Month-2 Charlie 5.86
Month-2 Charlie 6.214
Month-2 Charlie 7.014
Month-2 Charlie 8.287
Month-2 Charlie 5.926
Month-2 Charlie 6.988
Month-2 Bravo 16.473
Month-2 Alpha 17.272
Month-2 Alpha 6.451
Month-2 Bravo 4.925
Month-2 Bravo 8.997
Month-2 Alpha 14.631
Month-2 Alpha 17.418
Month-2 Alpha 11.143
Month-2 Alpha 9.607
Month-2 Alpha 3.238
Month-2 Alpha 6.446
Month-2 Alpha 1.387
Month-2 Alpha 5.637
Month-2 Alpha 2.893
Month-2 Echo 3.955
Month-2 Echo 3.125
Month-2 Alpha 16.461
Month-2 Alpha 9.623
Month-2 Alpha 16.175
Month-2 Echo 2.23
Month-2 Echo 8.322
Month-2 Alpha 2.144
Month-2 Bravo 6.749
Month-2 Alpha 11.111
Month-2 Echo 3.17
Month-2 Alpha 17.826
Month-2 Echo 24.283
Month-2 Alpha 8.576
Month-2 Alpha 2.422
Month-2 Alpha 2.277
Month-2 Alpha 70.946
Month-2 Delta 205.401
Month-2 Alpha 2.996
Month-2 Alpha 2.338
Month-2 Alpha 16.287
Month-2 Alpha 6.528
Month-2 Alpha 2.001
Month-2 Alpha 1.719
Month-2 Alpha 1.785
Month-2 Alpha 2.62
Month-2 Alpha 1.873
Month-2 Alpha 2.488
Month-2 Alpha 2.35
Month-2 Alpha 19.994
Month-2 Alpha 10.097
Month-2 Alpha 10.13
Month-2 Alpha 9.238
Month-2 Alpha 3.771
Month-2 Alpha 31.366
Month-2 Alpha 10.427
Month-2 Alpha 4.599
Month-2 Alpha 5.802
Month-2 Alpha 2.779
Month-2 Alpha 52.188
Month-2 Alpha 10.688
Month-2 Alpha 3.713
Month-2 Alpha 2.572
Month-2 Alpha 1.875
Month-2 Alpha 1.713
Month-2 Echo 1.517
Month-2 Echo 2.188
Month-2 Alpha 2.403
Month-2 Alpha 1.809
Month-2 Alpha 1.76
Month-2 Alpha 1.737
Month-2 Alpha 2.064
Month-2 Alpha 2.073
Month-2 Alpha 13.55
Month-2 Alpha 4.411
Month-2 Alpha 2.805
Month-2 Alpha 3.344
Month-2 Alpha 87.002
Month-2 Alpha 41.764
Month-2 Alpha 18.858
Month-2 Alpha 16.104
Month-2 Alpha 7.856
Month-2 Alpha 18.453
Month-2 Alpha 28.82
Month-2 Alpha 374.006
Month-2 Alpha 306.13
Month-2 Alpha 112.661
Month-2 Echo 6.579
Month-2 Bravo 3.376
Month-2 Bravo 6.162
Month-2 Alpha 9.721
Month-2 Alpha 10.619
Month-2 Alpha 4.933
Month-2 Alpha 3.631
Month-2 Alpha 2.212
Month-2 Alpha 1.784
Month-2 Alpha 2.896
Month-2 Alpha 1.978
Month-2 Alpha 2.089
Month-2 Alpha 4.717
Month-2 Echo 3.527
Month-2 Alpha 2.071
Month-2 Alpha 5.59
Month-2 Alpha 3.811
Month-2 Alpha 6.189
Month-2 Alpha 2.882
Month-2 Alpha 4.638
Month-2 Alpha 2.845
Month-2 Delta 63.786
Month-2 Alpha 13.893
Month-2 Alpha 9.201
Month-2 Alpha 3.026
Month-2 Alpha 3.508
Month-2 Alpha 7.432
Month-2 Alpha 17.641
Month-2 Alpha 43.055
Month-2 Alpha 47.333
Month-2 Alpha 161.523
Month-2 Alpha 68.234
Month-2 Alpha 2.784
Month-2 Alpha 3.397
Month-2 Alpha 2.409
Month-2 Charlie 53.742
Month-2 Alpha 18.464
Month-2 Alpha 9.164
Month-2 Alpha 11.072
Month-2 Alpha 9.851
Month-2 Alpha 2.451
Month-2 Alpha 12.477
Month-2 Alpha 2.198
Month-2 Alpha 15.768
Month-2 Alpha 8.696
Month-2 Alpha 11.866
Month-2 Alpha 2.686
Month-2 Alpha 13.512
Month-2 Alpha 17.115
Month-2 Alpha 3.602
Month-2 Alpha 18.069
Month-2 Alpha 5.682
Month-2 Alpha 3.596
Month-2 Alpha 3.503
Month-2 Alpha 4.402
Month-2 Alpha 2.735
Month-2 Alpha 3.21
Month-2 Charlie 11.723
Month-2 Charlie 8.122
Month-2 Charlie 6.671
Month-2 Charlie 30.585
Month-2 Charlie 9.377
Month-2 Charlie 8.816
Month-2 Alpha 2.792
Month-2 Charlie 14.523
Month-2 Alpha 2.737
Month-2 Alpha 1.843
Month-2 Charlie 11.007
Month-2 Charlie 9.156
Month-2 Charlie 4.247
Month-2 Charlie 3.677
Month-2 Charlie 6.58
Month-2 Alpha 18.311
Month-2 Alpha 16.486
Month-2 Alpha 14.302
Month-2 Alpha 16.175
Month-2 Alpha 7.389
Month-2 Alpha 5.057
Month-2 Alpha 8.821
Month-2 Alpha 10.768
Month-2 Alpha 3.656
Month-2 Alpha 2.869
Month-2 Alpha 3.303
Month-2 Alpha 4.372
Month-2 Alpha 6.011
Month-2 Alpha 2.751
Month-2 Alpha 27.962
Month-2 Alpha 15.534
Month-2 Alpha 7.498
Month-2 Alpha 3.82
Month-2 Alpha 2.558
Month-2 Alpha 19.151
Month-2 Alpha 10.537
Month-2 Alpha 8.571
Month-2 Charlie 25.653
Month-2 Alpha 10.201
Month-2 Alpha 2.223
Month-2 Alpha 4.164
Month-2 Alpha 4.226
Month-2 Charlie 9.303
Month-2 Charlie 4.395
Month-2 Charlie 6.108
Month-2 Charlie 5.092
Month-2 Charlie 5.501
Month-2 Charlie 5.663
Month-2 Alpha 11.91
Month-2 Alpha 10.121
Month-2 Alpha 7.768
Month-2 Alpha 3.03
Month-2 Alpha 5.4
Month-2 Alpha 4.065
Month-2 Alpha 42.872
Month-2 Alpha 3.183
Month-2 Charlie 11.201
Month-2 Charlie 4.898
Month-2 Charlie 10.065
Month-2 Charlie 6.294
Month-2 Alpha 13.606
Month-2 Alpha 15.618
Month-2 Alpha 2.36
Month-2 Alpha 2.077
Month-2 Alpha 4.143
Month-2 Alpha 2.622
Month-2 Alpha 2.678
Month-2 Alpha 2.301
Month-2 Alpha 4.143
Month-2 Alpha 3.722
Month-2 Alpha 2.694
Month-2 Alpha 2.817
Month-2 Alpha 3.764
Month-2 Alpha 3.217
Month-2 Alpha 2.42
Month-2 Alpha 6.344
Month-2 Alpha 3.842
Month-2 Alpha 2.308
Month-2 Alpha 2.596
Month-2 Alpha 2.47
Month-2 Alpha 3.068
Month-2 Alpha 2.616
Month-2 Alpha 7.566
Month-2 Alpha 44.106
Month-2 Alpha 16.084
Month-2 Charlie 11.044
Month-2 Alpha 11.454
Month-2 Alpha 37.438
Month-2 Alpha 24.001
Month-2 Alpha 1.917
Month-2 Alpha 4.245
Month-2 Alpha 2.066
Month-2 Alpha 2.455
Month-2 Alpha 10.661
Month-2 Alpha 16.817
Month-2 Alpha 9.846
Month-2 Alpha 4.072
Month-2 Alpha 18.06
Month-2 Charlie 149.327
Month-2 Foxtrot 10.537
Month-2 Alpha 12.747
Month-2 Alpha 4.56
Month-2 Alpha 2.376
Month-2 Alpha 3.104
Month-2 Alpha 2.63
Month-2 Alpha 2.225
Month-2 Alpha 3.339
Month-2 Charlie 3.121
Month-2 Bravo 19.517
Month-2 Bravo 11.093
Month-2 Bravo 7.75
Month-2 Bravo 11.997
Month-2 Bravo 3.855
Month-2 Bravo 6.455
Month-2 Bravo 3.716
Month-2 Alpha 4.136
Month-2 Alpha 3.717
Month-2 Alpha 3.178
Month-2 Alpha 4.21
Month-2 Echo 9.553
Month-2 Echo 1.686
Month-2 Alpha 15.749
Month-2 Foxtrot 6.326
Month-2 Foxtrot 4.638
Month-2 Foxtrot 3.536
Month-2 Alpha 2.036
Month-2 Alpha 14.956
Month-2 Alpha 10.372
Month-2 Alpha 2.186
Month-2 Charlie 96.096
Month-2 Alpha 2.241
Month-2 Alpha 2.425
Month-2 Charlie 98.839
Month-2 Charlie 103.616
Month-2 Alpha 4.19
Month-2 Charlie 67.973
Month-2 Alpha 15.574
Month-2 Alpha 5.277
Month-2 Charlie 16.072
Month-2 Alpha 5.815
Month-2 Charlie 79.879
Month-2 Charlie 136.546
Month-2 Charlie 9.074
Month-2 Alpha 5.652
Month-2 Alpha 21.081
Month-2 Alpha 3.888
Month-2 Alpha 25.112
Month-2 Echo 1.549
Month-2 Echo 4.73
Month-2 Alpha 16.786
Month-2 Alpha 3.776
Month-2 Alpha 1.557
Month-2 Charlie 265.123
Month-2 Alpha 10.342
Month-2 Alpha 9.625
Month-2 Charlie 127.919
Month-2 Alpha 8.103
Month-2 Charlie 120.422
Month-2 Alpha 7.443
Month-2 Charlie 129.201
Month-2 Alpha 26.715
Month-2 Alpha 5.665
Month-2 Alpha 4.435
Month-2 Charlie 104.675
Month-2 Foxtrot 13.24
Month-2 Alpha 15.504
Month-2 Alpha 2.291
Month-2 Alpha 7.116
Month-2 Alpha 4.293
Month-2 Alpha 38.377
Month-2 Alpha 25.824
Month-2 Alpha 25.836
Month-2 Alpha 14.186
Month-2 Alpha 2.601
Month-2 Echo 3.673
Month-2 Echo 2.367
Month-2 Alpha 8.328
Month-2 Alpha 7.358
Month-2 Alpha 3.246
Month-2 Echo 2.905
Month-2 Alpha 6.937
Month-2 Delta 64.801
Month-2 Delta 16.34
Month-2 Echo 1.798
Month-2 Alpha 4.27
Month-2 Echo 2.315
Month-2 Delta 11.508
Month-2 Alpha 15.009
Month-2 Alpha 6.015
Month-2 Alpha 15.826
Month-2 Charlie 232.206
Month-2 Echo 2.539
Month-2 Echo 1.726
Month-2 Alpha 8.861
Month-2 Alpha 1.776
Month-2 Alpha 2.637
Month-2 Alpha 2.058
Month-2 Echo 4.981
Month-2 Echo 8.096
Month-2 Alpha 2.634
Month-2 Alpha 5.649
Month-2 Alpha 3.349
Month-2 Echo 3.793
Month-2 Echo 1.301
Month-2 Echo 1.628
Month-2 Echo 1.921
Month-2 Echo 2.434
Month-2 Echo 1.923
Month-2 Alpha 18.466
Month-2 Echo 12.555
Month-2 Echo 7.987
Month-2 Alpha 16.778
Month-2 Delta 64.041
Month-2 Delta 47.241
Month-2 Charlie 199.662
Month-2 Delta 4.929
Month-2 Delta 9.796
Month-2 Echo 1.995
Month-2 Alpha 29.06
Month-2 Echo 1.829
Month-2 Echo 1.463
Month-2 Bravo 37.987
Month-2 Bravo 11.034
Month-2 Alpha 17.81
Month-2 Delta 89.134
Month-2 Alpha 19.392
Month-2 Alpha 8.151
Month-2 Alpha 13.805
Month-2 Echo 76.953
Month-2 Alpha 4.656
Month-2 Alpha 3.166
Month-2 Alpha 2.756
Month-2 Echo 10.215
Month-2 Alpha 3.236
Month-2 Alpha 4.454
Month-2 Alpha 11.343
Month-2 Alpha 7.936
Month-2 Alpha 11.515
Month-2 Echo 4.613
Month-2 Foxtrot 12.718
Month-2 Bravo 9.43
Month-2 Alpha 38.376
Month-2 Foxtrot 13.697
Month-2 Foxtrot 6.279
Month-2 Alpha 3.436
Month-2 Alpha 2.189
Month-2 Alpha 5.412
Month-2 Alpha 4.504
Month-2 Echo 1.436
Month-2 Alpha 1.907
Month-2 Alpha 4.169
Month-2 Alpha 21.08
Month-2 Alpha 38.487
Month-2 Charlie 23.031
Month-2 Charlie 4.387
Month-2 Charlie 4.676
Month-2 Charlie 4.239
Month-2 Echo 5.15
Month-2 Echo 1.461
Month-2 Echo 1.424
Month-2 Echo 2.357
Month-2 Charlie 4.736
Month-2 Echo 1.24
Month-2 Echo 1.515
Month-2 Echo 1.279
Month-2 Echo 1.521
Month-2 Alpha 1.719
Month-2 Alpha 2.137
Month-2 Alpha 1.671
Month-2 Alpha 31.695
Month-2 Alpha 20.987
Month-2 Echo 1.628
Month-2 Alpha 13.823
Month-2 Alpha 18.399
Month-2 Alpha 6.415
Month-2 Echo 1.237
Month-2 Echo 1.313
Month-2 Echo 1.283
Month-2 Echo 1.424
Month-2 Echo 1.274
Month-2 Echo 1.332
Month-2 Echo 1.233
Month-2 Alpha 3.76
Month-2 Alpha 2.477
Month-2 Alpha 2.67
Month-2 Charlie 10.377
Month-2 Echo 3.231
Month-2 Echo 1.974
Month-2 Alpha 7.456
Month-2 Echo 1.447
Month-2 Foxtrot 4.905
Month-2 Foxtrot 3.875
Month-2 Foxtrot 10.684
Month-2 Foxtrot 4.371
Month-2 Echo 1.156
Month-2 Alpha 8.672
Month-2 Alpha 2.321
Month-2 Alpha 2.656
Month-2 Alpha 2.578
Month-2 Alpha 7.36
Month-2 Alpha 5.009
Month-2 Alpha 10.499
Month-2 Alpha 61.382
Month-2 Echo 8.052
Month-2 Alpha 4.105
Month-2 Echo 1.263
Month-2 Echo 1.416
Month-2 Echo 1.249
Month-2 Echo 1.166
Month-2 Echo 1.254
Month-2 Alpha 3.275
Month-2 Echo 1.535
Month-2 Alpha 17.089
Month-2 Echo 1.742
Month-2 Charlie 4.201
Month-2 Charlie 5.901
Month-2 Charlie 4.818
Month-2 Alpha 18.579
Month-2 Charlie 4.177
Month-2 Charlie 6.076
Month-2 Charlie 3.743
Month-2 Charlie 6.56
Month-2 Charlie 6.779
Month-2 Charlie 11.857
Month-2 Alpha 34
Month-2 Alpha 7.848
Month-2 Echo 1.246
Month-2 Charlie 7.881
Month-2 Echo 1.463
Month-2 Echo 1.889
Month-2 Echo 1.498
Month-2 Alpha 2.794
Month-2 Echo 1.415
Month-2 Echo 1.385
Month-2 Echo 1.446
Month-2 Alpha 1.742
Month-2 Alpha 7.691
Month-2 Alpha 15.5
Month-2 Alpha 17.641
Month-2 Alpha 7.62
Month-2 Alpha 8.865
Month-2 Alpha 10.163
Month-2 Alpha 4.756
Month-2 Alpha 4.097
Month-2 Echo 4.848
Month-2 Echo 5.542
Month-2 Alpha 3.637
Month-2 Alpha 1.869
Month-2 Echo 1.77
Month-2 Alpha 10.733
Month-2 Alpha 2.424
Month-2 Alpha 1.767
Month-2 Alpha 2.683
Month-2 Alpha 2.086
Month-2 Alpha 1.775
Month-2 Alpha 9.758
Month-2 Alpha 3.118
Month-2 Alpha 2.388
Month-2 Alpha 2.816
Month-2 Alpha 54.642
Month-2 Alpha 2.877
Month-2 Alpha 2.39
Month-2 Alpha 30.254
Month-2 Alpha 2.814
Month-2 Alpha 1.882
Month-2 Alpha 2.302
Month-2 Alpha 2.091
Month-2 Charlie 12.421
Month-2 Alpha 2.569
Month-2 Alpha 2.452
Month-2 Alpha 2.022
Month-2 Alpha 2.373
Month-2 Alpha 2.057
Month-2 Alpha 2.465
Month-2 Charlie 5.504
Month-2 Alpha 10.567
Month-2 Alpha 2.415
Month-2 Alpha 13.898
Month-2 Alpha 1.807
Month-2 Alpha 17.485
Month-2 Alpha 2.97
Month-2 Alpha 2.721
Month-2 Alpha 2.381
Month-2 Alpha 2.306
Month-2 Alpha 2.193
Month-2 Alpha 2.805
Month-2 Alpha 2.557
Month-2 Alpha 2.616
Month-2 Alpha 2.286
Month-2 Alpha 2.593
Month-2 Alpha 2.225
Month-2 Charlie 4.837
Month-2 Alpha 4.056
Month-2 Alpha 9.836
Month-2 Alpha 3.327
Month-2 Alpha 8.261
Month-2 Alpha 16.775
Month-2 Alpha 6.604
Month-2 Alpha 7.384
Month-2 Alpha 9.882
Month-2 Alpha 23.705
Month-2 Alpha 8.172
Month-2 Alpha 7.156
Month-2 Alpha 11.306
Month-2 Alpha 4.923
Month-2 Alpha 6.252
Month-2 Alpha 6.688
Month-2 Alpha 2.928
Month-2 Alpha 11.568
Month-2 Alpha 8.69
Month-2 Alpha 19.685
Month-2 Alpha 5.093
Month-2 Alpha 3.314
Month-2 Alpha 7.484
Month-2 Alpha 1.993
Month-2 Delta 19.015
Month-2 Delta 11.745
Month-2 Alpha 13.467
Month-2 Alpha 10.181
Month-2 Alpha 15.543
Month-2 Alpha 10.046
Month-2 Alpha 1.69
Month-2 Alpha 3.014
Month-2 Charlie 66.748
Month-2 Echo 5.584
Month-2 Echo 3.247
Month-2 Alpha 2.525
Month-2 Alpha 2.291
Month-2 Alpha 3.625
Month-2 Alpha 2.055
Month-2 Alpha 2.077
Month-2 Alpha 2.231
Month-2 Alpha 2.116
Month-2 Alpha 5.557
Month-2 Alpha 1.802
Month-2 Alpha 2.278
Month-2 Alpha 2.263
Month-2 Alpha 1.933
Month-2 Alpha 98.857
Month-2 Alpha 20.665
Month-2 Alpha 1.718
Month-2 Alpha 1.95
Month-2 Alpha 39.994
Month-2 Alpha 7.461
Month-2 Alpha 2.442
Month-2 Alpha 2.23
Month-2 Alpha 2.306
Month-2 Echo 4.906
Month-2 Echo 4.735
Month-2 Charlie 10.784
Month-2 Alpha 2.792
Month-2 Alpha 6.76
Month-2 Alpha 2.065
Month-2 Alpha 2.317
Month-2 Alpha 7.983
Month-2 Alpha 2.008
Month-2 Alpha 3.161
Month-2 Alpha 2.012
Month-2 Alpha 1.903
Month-2 Alpha 3.136
Month-2 Alpha 1.844
Month-2 Alpha 10.795
Month-2 Alpha 5.262
Month-2 Alpha 5.523
Month-2 Alpha 7.337
Month-2 Alpha 10.558
Month-2 Alpha 9.515
Month-2 Alpha 5.693
Month-2 Alpha 1.665
Month-2 Bravo 12.707
Month-2 Bravo 11.839
Month-2 Alpha 1.729
Month-2 Alpha 8.087
Month-2 Alpha 2.801
Month-2 Alpha 28.48
Month-2 Alpha 18.54
Month-2 Alpha 12.544
Month-2 Alpha 9.526
Month-2 Alpha 2.883
Month-2 Alpha 1.897
Month-2 Alpha 12.666
Month-2 Alpha 2.273
Month-2 Alpha 1.567
Month-2 Alpha 1.856
Month-2 Alpha 2.435
Month-2 Alpha 7.846
Month-2 Alpha 6.293
Month-2 Alpha 4.212
Month-2 Alpha 22.408
Month-2 Alpha 3.268
Month-2 Alpha 7.625
Month-2 Alpha 2.207
Month-2 Alpha 1.999
Month-2 Alpha 1.924
Month-2 Alpha 12.365
Month-2 Alpha 41.21
Month-2 Alpha 24.528
Month-2 Alpha 6.717
Month-2 Alpha 1.844
Month-2 Alpha 1.691
Month-2 Alpha 25.087
Month-2 Alpha 7.398
Month-2 Alpha 2.886
Month-2 Alpha 45.805
Month-2 Alpha 15.632
Month-2 Alpha 8.263
Month-2 Alpha 4.56
Month-2 Charlie 3.112
Month-2 Alpha 12.054
Month-2 Alpha 6.291
Month-2 Alpha 5.297
Month-2 Alpha 9.704
Month-2 Charlie 20.654
Month-2 Charlie 2.33
Month-2 Charlie 3.834
Month-2 Alpha 11.955
Month-2 Alpha 6.702
Month-2 Alpha 1.574
Month-2 Charlie 10.35
Month-2 Alpha 13.498
Month-2 Charlie 10.518
Month-2 Charlie 4.302
Month-2 Charlie 3.447
Month-2 Alpha 2.306
Month-2 Charlie 153.192
Month-2 Alpha 6.067
Month-2 Echo 10.349
Month-2 Alpha 25.777
Month-2 Alpha 36.486
Month-2 Alpha 4.169
Month-2 Alpha 1.941
Month-2 Alpha 83.405
Month-2 Alpha 1.908
Month-2 Delta 9.619
Month-2 Alpha 2.549
Month-2 Alpha 5.901
Month-2 Alpha 29.267
Month-2 Alpha 2.813
Month-2 Alpha 2.485
Month-2 Alpha 2.291
Month-2 Alpha 2.42
Month-2 Alpha 2.593
Month-2 Alpha 4.588
Month-2 Alpha 9.044
Month-2 Alpha 3.302
Month-2 Alpha 1.92
Month-2 Alpha 2.252
Month-2 Alpha 2.17
Month-2 Alpha 2.141
Month-2 Alpha 2.296
Month-2 Alpha 1.955
Month-2 Alpha 1.826
Month-2 Alpha 2.193
Month-2 Alpha 2.154
Month-2 Alpha 34.482
Month-2 Alpha 22.689
Month-2 Alpha 11.114
Month-2 Alpha 9.749
Month-2 Alpha 3.215
Month-2 Alpha 31.37
Month-2 Alpha 11.045
Month-2 Alpha 3.054
Month-2 Alpha 5.732
Month-2 Alpha 11.666
Month-2 Alpha 72.039
Month-2 Alpha 65.677
Month-2 Alpha 35.689
Month-2 Alpha 26.079
Month-2 Alpha 30.647
Month-2 Alpha 14.061
Month-2 Alpha 13.559
Month-2 Alpha 8.04
Month-2 Alpha 3.144
Month-2 Alpha 29.49
Month-2 Alpha 58.758
Month-2 Alpha 27.092
Month-2 Alpha 14.372
Month-2 Alpha 7.747
Month-2 Alpha 13.369
Month-2 Alpha 2.367
Month-2 Alpha 2.167
Month-2 Alpha 2.202
Month-2 Alpha 1.775
Month-2 Alpha 2.475
Month-2 Alpha 8.547
Month-2 Delta 13.19
Month-2 Alpha 3.001
Month-2 Alpha 2.806
Month-2 Alpha 2.658
Month-2 Alpha 2.949
Month-2 Alpha 4.151
Month-2 Alpha 9.6
Month-2 Alpha 49.343
Month-2 Alpha 1.949
Month-2 Alpha 3.811
Month-2 Alpha 2.306
Month-2 Alpha 2.726
Month-2 Delta 4.499
Month-2 Alpha 25.231
Month-2 Alpha 1.996
Month-2 Alpha 12.473
Month-2 Alpha 1.741
Month-2 Alpha 19.536
Month-2 Alpha 6.615
Month-2 Alpha 17.932
Month-2 Alpha 18.346
Month-2 Alpha 3.264
Month-2 Alpha 8.67
Month-2 Alpha 15.377
Month-2 Alpha 14.258
Month-2 Alpha 9.258
Month-2 Delta 6.814
Month-2 Echo 4.433
Month-2 Echo 2.622
Month-2 Echo 2.656
Month-2 Alpha 3.013
Month-2 Alpha 2.382
Month-2 Alpha 1.841
Month-2 Alpha 2.817
Month-2 Alpha 2.772
Month-2 Alpha 3.375
Month-2 Alpha 17.206
Month-2 Delta 21.967
Month-2 Delta 10.416
Month-2 Delta 9.559
Month-2 Delta 10.187
Month-2 Delta 9.894
Month-2 Delta 7.065
Month-2 Alpha 13.124
Month-2 Delta 8.65
Month-2 Alpha 14.36
Month-2 Delta 8.945
Month-2 Delta 9.492
Month-2 Delta 10.975
Month-2 Delta 9.889
Month-2 Delta 8.887
Month-2 Delta 9.23
Month-2 Delta 8.567
Month-2 Alpha 6.605
Month-2 Alpha 10.189
Month-2 Alpha 2.472
Month-2 Alpha 34.533
Month-2 Charlie 3.843
Month-2 Charlie 9.569
Month-2 Charlie 8.129
Month-2 Charlie 7.247
Month-2 Charlie 7.135
Month-2 Delta 122.279
Month-2 Delta 31.185
Month-2 Delta 16.292
Month-2 Alpha 3.692
Month-2 Delta 15.58
Month-2 Alpha 23.289
Month-2 Alpha 5.702
Month-2 Delta 17.04
Month-2 Alpha 3.353
Month-2 Alpha 3.198
Month-2 Echo 30.426
Month-2 Alpha 2.822
Month-2 Alpha 26.694
Month-2 Alpha 3.468
Month-2 Alpha 4.384
Month-2 Alpha 4.146
Month-2 Alpha 2.57
Month-2 Delta 8.319
Month-2 Alpha 16.153
Month-2 Alpha 13.583
Month-2 Alpha 8.291
Month-2 Alpha 1.948
Month-2 Alpha 14.769
Month-2 Alpha 7.373
Month-2 Alpha 6.646
Month-2 Alpha 56.099
Month-2 Alpha 23.666
Month-2 Alpha 8.364
Month-2 Alpha 8.045
Month-2 Alpha 5.483
Month-2 Charlie 5.061
Month-2 Alpha 10.854
Month-2 Alpha 69.664
Month-2 Alpha 23.853
Month-2 Alpha 1.792
Month-2 Alpha 1.796
Month-2 Alpha 2.629
Month-2 Alpha 7.294
Month-2 Alpha 11.239
Month-2 Alpha 2.683
Month-2 Alpha 6.586
Month-2 Alpha 1.71
Month-2 Alpha 18.287
Month-2 Alpha 8.057
Month-2 Alpha 4.045
Month-2 Alpha 2.014
Month-2 Alpha 2.117
Month-2 Alpha 2.138
Month-2 Alpha 4.916
Month-2 Alpha 3.505
Month-2 Alpha 3.679
Month-2 Alpha 8.803
Month-2 Alpha 2.15
Month-2 Alpha 3.509
Month-2 Alpha 3.369
Month-2 Alpha 3.008
Month-2 Echo 4.824
Month-2 Echo 1.343
Month-2 Echo 14.453
Month-2 Echo 3.331
Month-2 Delta 20.022
Month-2 Alpha 29.017
Month-2 Alpha 7.588
Month-2 Alpha 5.525
Month-2 Alpha 5.245
Month-2 Alpha 4.608
Month-2 Alpha 4.608
Month-2 Alpha 7.871
