time value latency
2026-04-30-14 customer-I 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-B 3685
2026-04-30-14 --ALL-- 3685
2026-04-30-14 customer-H 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-G 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-H 77
2026-04-30-14 --ALL-- 77
2026-04-30-14 customer-H 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-H 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-A 1228
2026-04-30-14 --ALL-- 1228
2026-04-30-14 customer-A 59
2026-04-30-14 --ALL-- 59
2026-04-30-14 customer-E 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-H 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-I 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-A 554
2026-04-30-14 --ALL-- 554
2026-04-30-14 customer-H 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-A 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-H 87
2026-04-30-14 --ALL-- 87
2026-04-30-14 customer-H 118
2026-04-30-14 --ALL-- 118
2026-04-30-14 customer-H 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-E 635
2026-04-30-14 --ALL-- 635
2026-04-30-14 customer-H 5
2026-04-30-14 --ALL-- 5
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-H 6
2026-04-30-14 --ALL-- 6
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-H 5
2026-04-30-14 --ALL-- 5
2026-04-30-14 customer-H 4
2026-04-30-14 --ALL-- 4
2026-04-30-14 customer-H 6
2026-04-30-14 --ALL-- 6
2026-04-30-14 customer-H 3
2026-04-30-14 --ALL-- 3
2026-04-30-14 customer-H 47
2026-04-30-14 --ALL-- 47
2026-04-30-14 customer-H 4
2026-04-30-14 --ALL-- 4
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-E 66
2026-04-30-14 --ALL-- 66
2026-04-30-14 customer-H 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-A 214
2026-04-30-14 --ALL-- 214
2026-04-30-14 customer-A 259
2026-04-30-14 --ALL-- 259
2026-04-30-14 customer-H 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-H 16
2026-04-30-14 --ALL-- 16
2026-04-30-14 customer-A 519
2026-04-30-14 --ALL-- 519
2026-04-30-14 customer-A 85
2026-04-30-14 --ALL-- 85
2026-04-30-14 customer-A 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-A 36062
2026-04-30-14 --ALL-- 36062
2026-04-30-14 customer-C 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-A 173
2026-04-30-14 --ALL-- 173
2026-04-30-14 customer-I 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-H 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-F 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-H 67
2026-04-30-14 --ALL-- 67
2026-04-30-14 customer-H 87
2026-04-30-14 --ALL-- 87
2026-04-30-14 customer-E 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-E 621
2026-04-30-14 --ALL-- 621
2026-04-30-14 customer-H 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-H 105
2026-04-30-14 --ALL-- 105
2026-04-30-14 customer-H 68
2026-04-30-14 --ALL-- 68
2026-04-30-14 customer-H 15
2026-04-30-14 --ALL-- 15
2026-04-30-14 customer-H 9
2026-04-30-14 --ALL-- 9
2026-04-30-14 customer-F 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-F 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-C 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-C 124882
2026-04-30-14 --ALL-- 124882
2026-04-30-14 customer-F 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-E 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-F 100
2026-04-30-14 --ALL-- 100
2026-04-30-14 customer-A 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-A 35627
2026-04-30-14 --ALL-- 35627
2026-04-30-14 customer-A 88
2026-04-30-14 --ALL-- 88
2026-04-30-14 customer-A 35598
2026-04-30-14 --ALL-- 35598
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-C 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-C 59
2026-04-30-14 --ALL-- 59
2026-04-30-14 customer-C 71
2026-04-30-14 --ALL-- 71
2026-04-30-14 customer-C 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-F 93
2026-04-30-14 --ALL-- 93
2026-04-30-14 customer-A 270712
2026-04-30-14 --ALL-- 270712
2026-04-30-14 customer-E 86
2026-04-30-14 --ALL-- 86
2026-04-30-14 customer-E 362
2026-04-30-14 --ALL-- 362
2026-04-30-14 customer-E 50
2026-04-30-14 --ALL-- 50
2026-04-30-14 customer-A 98
2026-04-30-14 --ALL-- 98
2026-04-30-14 customer-E 94
2026-04-30-14 --ALL-- 94
2026-04-30-14 customer-E 706
2026-04-30-14 --ALL-- 706
2026-04-30-14 customer-A 111
2026-04-30-14 --ALL-- 111
2026-04-30-14 customer-B 64
2026-04-30-14 --ALL-- 64
2026-04-30-14 customer-B 72
2026-04-30-14 --ALL-- 72
2026-04-30-14 customer-B 72
2026-04-30-14 --ALL-- 72
2026-04-30-14 customer-A 243
2026-04-30-14 --ALL-- 243
2026-04-30-14 customer-H 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-A 174
2026-04-30-14 --ALL-- 174
2026-04-30-14 customer-I 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-B 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-B 3501
2026-04-30-14 --ALL-- 3501
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-A 125
2026-04-30-14 --ALL-- 125
2026-04-30-14 customer-A 1417
2026-04-30-14 --ALL-- 1417
2026-04-30-14 customer-A 50812
2026-04-30-14 --ALL-- 50812
2026-04-30-14 customer-A 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-B 773
2026-04-30-14 --ALL-- 773
2026-04-30-14 customer-B 78
2026-04-30-14 --ALL-- 78
2026-04-30-14 customer-H 207
2026-04-30-14 --ALL-- 207
2026-04-30-14 customer-H 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-A 154
2026-04-30-14 --ALL-- 154
2026-04-30-14 customer-A 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-D 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-B 256
2026-04-30-14 --ALL-- 256
2026-04-30-14 customer-B 97
2026-04-30-14 --ALL-- 97
2026-04-30-14 customer-H 410
2026-04-30-14 --ALL-- 410
2026-04-30-14 customer-I 91
2026-04-30-14 --ALL-- 91
2026-04-30-14 customer-A 4
2026-04-30-14 --ALL-- 4
2026-04-30-14 customer-A 4
2026-04-30-14 --ALL-- 4
2026-04-30-14 customer-E 64
2026-04-30-14 --ALL-- 64
2026-04-30-14 customer-H 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-H 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-E 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-E 174
2026-04-30-14 --ALL-- 174
2026-04-30-14 customer-H 32
2026-04-30-14 --ALL-- 32
2026-04-30-14 customer-A 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-I 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 100
2026-04-30-14 --ALL-- 100
2026-04-30-14 customer-H 2
2026-04-30-14 --ALL-- 2
2026-04-30-14 customer-H 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-H 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-H 122
2026-04-30-14 --ALL-- 122
2026-04-30-14 customer-A 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-E 104
2026-04-30-14 --ALL-- 104
2026-04-30-14 customer-A 754
2026-04-30-14 --ALL-- 754
2026-04-30-14 customer-A 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-A 397
2026-04-30-14 --ALL-- 397
2026-04-30-14 customer-I 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-H 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-A 56
2026-04-30-14 --ALL-- 56
2026-04-30-14 customer-A 87
2026-04-30-14 --ALL-- 87
2026-04-30-14 customer-H 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-H 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-H 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-A 298
2026-04-30-14 --ALL-- 298
2026-04-30-14 customer-A 115
2026-04-30-14 --ALL-- 115
2026-04-30-14 customer-H 132
2026-04-30-14 --ALL-- 132
2026-04-30-14 customer-A 138
2026-04-30-14 --ALL-- 138
2026-04-30-14 customer-H 349
2026-04-30-14 --ALL-- 349
2026-04-30-14 customer-H 9011
2026-04-30-14 --ALL-- 9011
2026-04-30-14 customer-A 100
2026-04-30-14 --ALL-- 100
2026-04-30-14 customer-A 86
2026-04-30-14 --ALL-- 86
2026-04-30-14 customer-B 300449
2026-04-30-14 --ALL-- 300449
2026-04-30-14 customer-A 166
2026-04-30-14 --ALL-- 166
2026-04-30-14 customer-A 897
2026-04-30-14 --ALL-- 897
2026-04-30-14 customer-A 799
2026-04-30-14 --ALL-- 799
2026-04-30-14 customer-A 132
2026-04-30-14 --ALL-- 132
2026-04-30-14 customer-A 99
2026-04-30-14 --ALL-- 99
2026-04-30-14 customer-A 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-A 71
2026-04-30-14 --ALL-- 71
2026-04-30-14 customer-A 244
2026-04-30-14 --ALL-- 244
2026-04-30-14 customer-H 84
2026-04-30-14 --ALL-- 84
2026-04-30-14 customer-H 278
2026-04-30-14 --ALL-- 278
2026-04-30-14 customer-D 30
2026-04-30-14 --ALL-- 30
2026-04-30-14 customer-H 8428
2026-04-30-14 --ALL-- 8428
2026-04-30-14 customer-E 328
2026-04-30-14 --ALL-- 328
2026-04-30-14 customer-E 80
2026-04-30-14 --ALL-- 80
2026-04-30-14 customer-E 146
2026-04-30-14 --ALL-- 146
2026-04-30-14 customer-A 1673
2026-04-30-14 --ALL-- 1673
2026-04-30-14 customer-H 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-A 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-I 40
2026-04-30-14 --ALL-- 40
2026-04-30-14 customer-C 5
2026-04-30-14 --ALL-- 5
2026-04-30-14 customer-C 9
2026-04-30-14 --ALL-- 9
2026-04-30-14 customer-D 71
2026-04-30-14 --ALL-- 71
2026-04-30-14 customer-D 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-A 294077
2026-04-30-14 --ALL-- 294077
2026-04-30-14 customer-D 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 149
2026-04-30-14 --ALL-- 149
2026-04-30-14 customer-A 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-D 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-B 79
2026-04-30-14 --ALL-- 79
2026-04-30-14 customer-B 49
2026-04-30-14 --ALL-- 49
2026-04-30-14 customer-B 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-D 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 36
2026-04-30-14 --ALL-- 36
2026-04-30-14 customer-B 300422
2026-04-30-14 --ALL-- 300422
2026-04-30-14 customer-B 123
2026-04-30-14 --ALL-- 123
2026-04-30-14 customer-B 300619
2026-04-30-14 --ALL-- 300619
2026-04-30-14 customer-B 345
2026-04-30-14 --ALL-- 345
2026-04-30-14 customer-D 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-I 98
2026-04-30-14 --ALL-- 98
2026-04-30-14 customer-A 256
2026-04-30-14 --ALL-- 256
2026-04-30-14 customer-A 242
2026-04-30-14 --ALL-- 242
2026-04-30-14 customer-A 181
2026-04-30-14 --ALL-- 181
2026-04-30-14 customer-A 105
2026-04-30-14 --ALL-- 105
2026-04-30-14 customer-A 218905
2026-04-30-14 --ALL-- 218905
2026-04-30-14 customer-A 90
2026-04-30-14 --ALL-- 90
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-D 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-D 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-B 27
2026-04-30-14 --ALL-- 27
2026-04-30-14 customer-D 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 344080
2026-04-30-14 --ALL-- 344080
2026-04-30-14 customer-I 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-A 304
2026-04-30-14 --ALL-- 304
2026-04-30-14 customer-C 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 301299
2026-04-30-14 --ALL-- 301299
2026-04-30-14 customer-A 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-I 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-A 217940
2026-04-30-14 --ALL-- 217940
2026-04-30-14 customer-B 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-B 683
2026-04-30-14 --ALL-- 683
2026-04-30-14 customer-B 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-B 59271
2026-04-30-14 --ALL-- 59271
2026-04-30-14 customer-B 84
2026-04-30-14 --ALL-- 84
2026-04-30-14 customer-B 301388
2026-04-30-14 --ALL-- 301388
2026-04-30-14 customer-A 111
2026-04-30-14 --ALL-- 111
2026-04-30-14 customer-A 630
2026-04-30-14 --ALL-- 630
2026-04-30-14 customer-B 49
2026-04-30-14 --ALL-- 49
2026-04-30-14 customer-I 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-I 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-D 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-B 318
2026-04-30-14 --ALL-- 318
2026-04-30-14 customer-B 86
2026-04-30-14 --ALL-- 86
2026-04-30-14 customer-B 107
2026-04-30-14 --ALL-- 107
2026-04-30-14 customer-A 128
2026-04-30-14 --ALL-- 128
2026-04-30-14 customer-D 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-B 76
2026-04-30-14 --ALL-- 76
2026-04-30-14 customer-B 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-C 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-D 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-F 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-I 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-C 8619
2026-04-30-14 --ALL-- 8619
2026-04-30-14 customer-C 97
2026-04-30-14 --ALL-- 97
2026-04-30-14 customer-C 224
2026-04-30-14 --ALL-- 224
2026-04-30-14 customer-C 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-C 72
2026-04-30-14 --ALL-- 72
2026-04-30-14 customer-C 29
2026-04-30-14 --ALL-- 29
2026-04-30-14 customer-B 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-A 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-E 718
2026-04-30-14 --ALL-- 718
2026-04-30-14 customer-E 220
2026-04-30-14 --ALL-- 220
2026-04-30-14 customer-D 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-C 91
2026-04-30-14 --ALL-- 91
2026-04-30-14 customer-B 13
2026-04-30-14 --ALL-- 13
2026-04-30-14 customer-D 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-C 135
2026-04-30-14 --ALL-- 135
2026-04-30-14 customer-A 112
2026-04-30-14 --ALL-- 112
2026-04-30-14 customer-A 72
2026-04-30-14 --ALL-- 72
2026-04-30-14 customer-I 45
2026-04-30-14 --ALL-- 45
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 315577
2026-04-30-14 --ALL-- 315577
2026-04-30-14 customer-A 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-D 31
2026-04-30-14 --ALL-- 31
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-A 9572
2026-04-30-14 --ALL-- 9572
2026-04-30-14 customer-B 320
2026-04-30-14 --ALL-- 320
2026-04-30-14 customer-H 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-I 49
2026-04-30-14 --ALL-- 49
2026-04-30-14 customer-H 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-A 300216
2026-04-30-14 --ALL-- 300216
2026-04-30-14 customer-I 39
2026-04-30-14 --ALL-- 39
2026-04-30-14 customer-B 46
2026-04-30-14 --ALL-- 46
2026-04-30-14 customer-B 129
2026-04-30-14 --ALL-- 129
2026-04-30-14 customer-B 1192
2026-04-30-14 --ALL-- 1192
2026-04-30-14 customer-H 42
2026-04-30-14 --ALL-- 42
2026-04-30-14 customer-H 49
2026-04-30-14 --ALL-- 49
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-I 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-E 373
2026-04-30-14 --ALL-- 373
2026-04-30-14 customer-E 215
2026-04-30-14 --ALL-- 215
2026-04-30-14 customer-H 102
2026-04-30-14 --ALL-- 102
2026-04-30-14 customer-H 127
2026-04-30-14 --ALL-- 127
2026-04-30-14 customer-H 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-H 313
2026-04-30-14 --ALL-- 313
2026-04-30-14 customer-H 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-I 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 1595
2026-04-30-14 --ALL-- 1595
2026-04-30-14 customer-A 255
2026-04-30-14 --ALL-- 255
2026-04-30-14 customer-A 29053
2026-04-30-14 --ALL-- 29053
2026-04-30-14 customer-A 44977
2026-04-30-14 --ALL-- 44977
2026-04-30-14 customer-A 158
2026-04-30-14 --ALL-- 158
2026-04-30-14 customer-A 70
2026-04-30-14 --ALL-- 70
2026-04-30-14 customer-H 1787
2026-04-30-14 --ALL-- 1787
2026-04-30-14 customer-B 19
2026-04-30-14 --ALL-- 19
2026-04-30-14 customer-H 107
2026-04-30-14 --ALL-- 107
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 16
2026-04-30-14 --ALL-- 16
2026-04-30-14 customer-A 93
2026-04-30-14 --ALL-- 93
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-I 44
2026-04-30-14 --ALL-- 44
2026-04-30-14 customer-H 76
2026-04-30-14 --ALL-- 76
2026-04-30-14 customer-A 164
2026-04-30-14 --ALL-- 164
2026-04-30-14 customer-B 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-A 44450
2026-04-30-14 --ALL-- 44450
2026-04-30-14 customer-A 96
2026-04-30-14 --ALL-- 96
2026-04-30-14 customer-B 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-D 115
2026-04-30-14 --ALL-- 115
2026-04-30-14 customer-A 110
2026-04-30-14 --ALL-- 110
2026-04-30-14 customer-C 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-H 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-B 34
2026-04-30-14 --ALL-- 34
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 19
2026-04-30-14 --ALL-- 19
2026-04-30-14 customer-I 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-A 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-B 256
2026-04-30-14 --ALL-- 256
2026-04-30-14 customer-E 2046
2026-04-30-14 --ALL-- 2046
2026-04-30-14 customer-E 300
2026-04-30-14 --ALL-- 300
2026-04-30-14 customer-D 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-D 51
2026-04-30-14 --ALL-- 51
2026-04-30-14 customer-C 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-B 74
2026-04-30-14 --ALL-- 74
2026-04-30-14 customer-E 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 31
2026-04-30-14 --ALL-- 31
2026-04-30-14 customer-A 711
2026-04-30-14 --ALL-- 711
2026-04-30-14 customer-H 1
2026-04-30-14 --ALL-- 1
2026-04-30-14 customer-A 10758
2026-04-30-14 --ALL-- 10758
2026-04-30-14 customer-I 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-B 53
2026-04-30-14 --ALL-- 53
2026-04-30-14 customer-B 12
2026-04-30-14 --ALL-- 12
2026-04-30-14 customer-C 114
2026-04-30-14 --ALL-- 114
2026-04-30-14 customer-I 47
2026-04-30-14 --ALL-- 47
2026-04-30-14 customer-A 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-C 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-B 74
2026-04-30-14 --ALL-- 74
2026-04-30-14 customer-B 107
2026-04-30-14 --ALL-- 107
2026-04-30-14 customer-B 55
2026-04-30-14 --ALL-- 55
2026-04-30-14 customer-B 89
2026-04-30-14 --ALL-- 89
2026-04-30-14 customer-A 47
2026-04-30-14 --ALL-- 47
2026-04-30-14 customer-E 37
2026-04-30-14 --ALL-- 37
2026-04-30-14 customer-B 63
2026-04-30-14 --ALL-- 63
2026-04-30-14 customer-D 273
2026-04-30-14 --ALL-- 273
2026-04-30-14 customer-I 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-C 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-H 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-H 20
2026-04-30-14 --ALL-- 20
2026-04-30-14 customer-H 14
2026-04-30-14 --ALL-- 14
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-H 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-E 239
2026-04-30-14 --ALL-- 239
2026-04-30-14 customer-H 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-I 41
2026-04-30-14 --ALL-- 41
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-H 35
2026-04-30-14 --ALL-- 35
2026-04-30-14 customer-H 18
2026-04-30-14 --ALL-- 18
2026-04-30-14 customer-H 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-G 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-C 104
2026-04-30-14 --ALL-- 104
2026-04-30-14 customer-C 21
2026-04-30-14 --ALL-- 21
2026-04-30-14 customer-A 113
2026-04-30-14 --ALL-- 113
2026-04-30-14 customer-I 403
2026-04-30-14 --ALL-- 403
2026-04-30-14 customer-G 25
2026-04-30-14 --ALL-- 25
2026-04-30-14 customer-B 38
2026-04-30-14 --ALL-- 38
2026-04-30-14 customer-A 33
2026-04-30-14 --ALL-- 33
2026-04-30-14 customer-B 93
2026-04-30-14 --ALL-- 93
2026-04-30-14 customer-H 140
2026-04-30-14 --ALL-- 140
2026-04-30-14 customer-B 57
2026-04-30-14 --ALL-- 57
2026-04-30-14 customer-A 869
2026-04-30-14 --ALL-- 869
2026-04-30-14 customer-A 239
2026-04-30-14 --ALL-- 239
2026-04-30-14 customer-B 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-I 32
2026-04-30-14 --ALL-- 32
2026-04-30-14 customer-B 565
2026-04-30-14 --ALL-- 565
2026-04-30-14 customer-A 154
2026-04-30-14 --ALL-- 154
2026-04-30-14 customer-A 182
2026-04-30-14 --ALL-- 182
2026-04-30-14 customer-A 191
2026-04-30-14 --ALL-- 191
2026-04-30-14 customer-A 219
2026-04-30-14 --ALL-- 219
2026-04-30-14 customer-A 222
2026-04-30-14 --ALL-- 222
2026-04-30-14 customer-A 195
2026-04-30-14 --ALL-- 195
2026-04-30-14 customer-A 177
2026-04-30-14 --ALL-- 177
2026-04-30-14 customer-A 189
2026-04-30-14 --ALL-- 189
2026-04-30-14 customer-A 197
2026-04-30-14 --ALL-- 197
2026-04-30-14 customer-A 212
2026-04-30-14 --ALL-- 212
2026-04-30-14 customer-A 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-A 64
2026-04-30-14 --ALL-- 64
2026-04-30-14 customer-A 71
2026-04-30-14 --ALL-- 71
2026-04-30-14 customer-H 8
2026-04-30-14 --ALL-- 8
2026-04-30-14 customer-I 52
2026-04-30-14 --ALL-- 52
2026-04-30-14 customer-B 22
2026-04-30-14 --ALL-- 22
2026-04-30-14 customer-A 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-I 28
2026-04-30-14 --ALL-- 28
2026-04-30-14 customer-A 83
2026-04-30-14 --ALL-- 83
2026-04-30-14 customer-I 62
2026-04-30-14 --ALL-- 62
2026-04-30-14 customer-A 240
2026-04-30-14 --ALL-- 240
2026-04-30-14 customer-I 11908
2026-04-30-14 --ALL-- 11908
2026-04-30-14 customer-A 3389
2026-04-30-14 --ALL-- 3389
2026-04-30-14 customer-A 150
2026-04-30-14 --ALL-- 150
2026-04-30-14 customer-A 156
2026-04-30-14 --ALL-- 156
2026-04-30-14 customer-A 105
2026-04-30-14 --ALL-- 105
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-A 64
2026-04-30-14 --ALL-- 64
2026-04-30-14 customer-A 113
2026-04-30-14 --ALL-- 113
2026-04-30-14 customer-A 26
2026-04-30-14 --ALL-- 26
2026-04-30-14 customer-B 24
2026-04-30-14 --ALL-- 24
2026-04-30-14 customer-D 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-A 173
2026-04-30-14 --ALL-- 173
2026-04-30-14 customer-A 163
2026-04-30-14 --ALL-- 163
2026-04-30-14 customer-A 986
2026-04-30-14 --ALL-- 986
2026-04-30-14 customer-I 43
2026-04-30-14 --ALL-- 43
2026-04-30-14 customer-E 23
2026-04-30-14 --ALL-- 23
2026-04-30-14 customer-B 47
2026-04-30-14 --ALL-- 47
2026-04-30-14 customer-B 58
2026-04-30-14 --ALL-- 58
2026-04-30-14 customer-B 83
2026-04-30-14 --ALL-- 83
2026-04-30-14 customer-B 74
2026-04-30-14 --ALL-- 74
2026-04-30-14 customer-A 75
2026-04-30-14 --ALL-- 75
2026-04-30-14 customer-D 0
2026-04-30-14 --ALL-- 0
2026-04-30-14 customer-I 22
2026-04-30-14 --ALL-- 22
